#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MCM2	UNG	9606.ENSP00000265056	9606.ENSP00000242576	0	0	0	0	0.401	0	0	0	0.401
MCM2	MCM4	9606.ENSP00000265056	9606.ENSP00000262105	0	0	0	0.742	0.991	0.997	0.900	0.714	0.999
MCM2	MCM6	9606.ENSP00000265056	9606.ENSP00000264156	0	0	0	0.743	0.991	0.998	0.900	0.582	0.999
MCM2	UBE2T	9606.ENSP00000265056	9606.ENSP00000494957	0	0	0	0	0.374	0.049	0	0.141	0.444
MCM2	RFC1	9606.ENSP00000265056	9606.ENSP00000371321	0	0	0	0	0.406	0.098	0	0.205	0.537
MCM2	POLD2	9606.ENSP00000265056	9606.ENSP00000480186	0.044	0	0	0	0.379	0.088	0	0.336	0.592
MCM2	TP53BP1	9606.ENSP00000265056	9606.ENSP00000371475	0	0	0	0	0.119	0.486	0	0.186	0.599
MCM2	SMC2	9606.ENSP00000265056	9606.ENSP00000286398	0	0	0	0	0.575	0	0	0.226	0.657
MCM2	SMC4	9606.ENSP00000265056	9606.ENSP00000341382	0	0	0	0	0.608	0	0	0.209	0.677
MCM2	POLE3	9606.ENSP00000265056	9606.ENSP00000363286	0	0	0	0	0.435	0	0.500	0.349	0.800
MCM2	RFC5	9606.ENSP00000265056	9606.ENSP00000408295	0.085	0	0	0	0.791	0.154	0	0.285	0.869
MCM2	RFC4	9606.ENSP00000265056	9606.ENSP00000376272	0.085	0	0	0	0.786	0.154	0	0.344	0.877
MCM2	RRM1	9606.ENSP00000265056	9606.ENSP00000300738	0	0	0	0	0.890	0	0	0.244	0.914
MCM2	RFC3	9606.ENSP00000265056	9606.ENSP00000369411	0.085	0	0	0	0.849	0.154	0	0.366	0.916
MCM2	MCMBP	9606.ENSP00000265056	9606.ENSP00000353098	0	0	0	0	0.627	0.726	0	0.389	0.932
MCM2	POLD1	9606.ENSP00000265056	9606.ENSP00000472445	0	0	0	0	0.898	0.341	0	0.435	0.959
MCM2	ORC4	9606.ENSP00000265056	9606.ENSP00000441953	0	0	0	0	0.135	0.984	0.650	0.562	0.997
MCM4	RFC2	9606.ENSP00000262105	9606.ENSP00000055077	0	0	0	0	0.559	0.069	0	0.616	0.828
MCM4	MCM5	9606.ENSP00000262105	9606.ENSP00000216122	0	0	0	0.776	0.980	0.997	0.900	0.990	0.999
MCM4	MSH6	9606.ENSP00000262105	9606.ENSP00000234420	0	0	0	0	0.616	0	0	0.337	0.735
MCM4	RFC1	9606.ENSP00000262105	9606.ENSP00000371321	0	0	0	0	0.369	0	0	0.090	0.401
MCM4	RAD9A	9606.ENSP00000262105	9606.ENSP00000311360	0	0	0	0	0.115	0	0	0.410	0.456
MCM4	SLF1	9606.ENSP00000262105	9606.ENSP00000265140	0	0	0	0	0.177	0.096	0	0.347	0.472
MCM4	UBE2T	9606.ENSP00000262105	9606.ENSP00000494957	0	0	0	0	0.352	0.081	0	0.206	0.486
MCM4	TP53BP1	9606.ENSP00000262105	9606.ENSP00000371475	0	0	0	0	0.115	0.244	0	0.295	0.487
MCM4	POLD2	9606.ENSP00000262105	9606.ENSP00000480186	0	0	0	0	0.187	0	0	0.395	0.488
MCM4	SMC4	9606.ENSP00000262105	9606.ENSP00000341382	0	0	0	0	0.514	0	0	0.479	0.736
MCM4	SMC2	9606.ENSP00000262105	9606.ENSP00000286398	0	0	0	0	0.624	0	0	0.359	0.748
MCM4	POLE3	9606.ENSP00000262105	9606.ENSP00000363286	0	0	0	0	0.431	0.088	0.500	0.554	0.869
MCM4	POLD1	9606.ENSP00000262105	9606.ENSP00000472445	0	0	0	0	0.537	0.406	0	0.573	0.872
MCM4	RFC4	9606.ENSP00000262105	9606.ENSP00000376272	0	0	0	0	0.718	0.069	0	0.644	0.898
MCM4	RFC3	9606.ENSP00000262105	9606.ENSP00000369411	0	0	0	0	0.796	0.069	0	0.624	0.922
MCM4	RFC5	9606.ENSP00000262105	9606.ENSP00000408295	0	0	0	0	0.807	0.069	0	0.607	0.923
MCM4	RRM1	9606.ENSP00000262105	9606.ENSP00000300738	0	0	0	0	0.900	0.088	0	0.522	0.952
MCM4	ORC4	9606.ENSP00000262105	9606.ENSP00000441953	0	0	0	0	0.207	0.918	0.650	0.821	0.995
MCM4	MCMBP	9606.ENSP00000262105	9606.ENSP00000353098	0	0	0	0	0.387	0.929	0	0.938	0.997
MCM4	MCM6	9606.ENSP00000262105	9606.ENSP00000264156	0	0	0	0.727	0.991	0.997	0.900	0.991	0.999
MCM5	RFC2	9606.ENSP00000216122	9606.ENSP00000055077	0	0	0	0	0.487	0.099	0	0.749	0.874
MCM5	TRMT6	9606.ENSP00000216122	9606.ENSP00000203001	0	0	0	0	0.063	0	0	0.395	0.409
MCM5	RFC1	9606.ENSP00000216122	9606.ENSP00000371321	0	0	0	0	0.409	0.075	0	0.135	0.486
MCM5	URM1	9606.ENSP00000216122	9606.ENSP00000501135	0	0	0	0	0.062	0	0	0.690	0.697
MCM5	POLD2	9606.ENSP00000216122	9606.ENSP00000480186	0	0	0	0	0.391	0.069	0	0.539	0.716
MCM5	MSH6	9606.ENSP00000216122	9606.ENSP00000234420	0	0	0	0	0.617	0	0	0.372	0.749
MCM5	SMC2	9606.ENSP00000216122	9606.ENSP00000286398	0	0	0	0	0.661	0	0	0.304	0.754
MCM5	SMC4	9606.ENSP00000216122	9606.ENSP00000341382	0	0	0	0	0.562	0	0	0.529	0.785
MCM5	POLE3	9606.ENSP00000216122	9606.ENSP00000363286	0	0	0	0	0.429	0.126	0.500	0.504	0.859
MCM5	SLF1	9606.ENSP00000216122	9606.ENSP00000265140	0	0	0	0	0.142	0.844	0	0.277	0.894
MCM5	RFC3	9606.ENSP00000216122	9606.ENSP00000369411	0	0	0	0	0.842	0.099	0	0.592	0.937
MCM5	RFC5	9606.ENSP00000216122	9606.ENSP00000408295	0	0	0	0	0.840	0.099	0	0.679	0.949
MCM5	RFC4	9606.ENSP00000216122	9606.ENSP00000376272	0	0	0	0	0.791	0.099	0	0.751	0.949
MCM5	RRM1	9606.ENSP00000216122	9606.ENSP00000300738	0	0	0	0	0.928	0.091	0	0.407	0.957
MCM5	POLD1	9606.ENSP00000216122	9606.ENSP00000472445	0	0	0	0	0.892	0.406	0	0.560	0.969
MCM5	ORC4	9606.ENSP00000216122	9606.ENSP00000441953	0	0	0	0	0.117	0.607	0.650	0.830	0.976
MCM5	MCMBP	9606.ENSP00000216122	9606.ENSP00000353098	0	0	0	0	0.626	0.958	0	0.717	0.995
MCM5	MCM6	9606.ENSP00000216122	9606.ENSP00000264156	0	0	0	0.742	0.981	0.997	0.900	0.990	0.999
MCM6	RFC2	9606.ENSP00000264156	9606.ENSP00000055077	0	0	0	0	0.527	0.091	0	0.629	0.827
MCM6	MSH6	9606.ENSP00000264156	9606.ENSP00000234420	0	0	0	0	0.722	0	0	0.316	0.802
MCM6	UNG	9606.ENSP00000264156	9606.ENSP00000242576	0	0	0	0	0.327	0	0	0.165	0.415
MCM6	NUP37	9606.ENSP00000264156	9606.ENSP00000448054	0	0	0	0	0.362	0	0	0.145	0.431
MCM6	UBE2T	9606.ENSP00000264156	9606.ENSP00000494957	0	0	0	0	0.344	0.046	0	0.165	0.432
MCM6	POLD2	9606.ENSP00000264156	9606.ENSP00000480186	0	0	0	0	0.190	0	0	0.348	0.449
MCM6	SMC4	9606.ENSP00000264156	9606.ENSP00000341382	0	0	0	0	0.555	0	0	0.427	0.734
MCM6	SMC2	9606.ENSP00000264156	9606.ENSP00000286398	0	0	0	0	0.644	0	0	0.326	0.750
MCM6	POLE3	9606.ENSP00000264156	9606.ENSP00000363286	0	0	0	0	0.436	0	0.500	0.434	0.826
MCM6	POLD1	9606.ENSP00000264156	9606.ENSP00000472445	0	0	0	0	0.656	0.159	0	0.492	0.840
MCM6	RFC5	9606.ENSP00000264156	9606.ENSP00000408295	0	0	0	0	0.802	0.091	0	0.496	0.901
MCM6	RFC4	9606.ENSP00000264156	9606.ENSP00000376272	0	0	0	0	0.827	0.091	0	0.683	0.945
MCM6	RRM1	9606.ENSP00000264156	9606.ENSP00000300738	0	0	0	0	0.930	0.091	0	0.327	0.953
MCM6	RFC3	9606.ENSP00000264156	9606.ENSP00000369411	0	0	0	0	0.912	0.101	0	0.556	0.961
MCM6	MCMBP	9606.ENSP00000264156	9606.ENSP00000353098	0	0	0	0	0.281	0.896	0	0.858	0.988
MCM6	ORC4	9606.ENSP00000264156	9606.ENSP00000441953	0	0	0	0	0.184	0.961	0.650	0.794	0.997
MCMBP	RFC2	9606.ENSP00000353098	9606.ENSP00000055077	0	0	0	0	0.230	0	0	0.281	0.423
MCMBP	MSH6	9606.ENSP00000353098	9606.ENSP00000234420	0	0	0	0	0.216	0	0	0.338	0.459
MCMBP	RRM1	9606.ENSP00000353098	9606.ENSP00000300738	0	0	0	0	0.347	0	0	0.181	0.443
MCMBP	RFC4	9606.ENSP00000353098	9606.ENSP00000376272	0	0	0	0	0.164	0	0	0.320	0.407
MCMBP	ORC4	9606.ENSP00000353098	9606.ENSP00000441953	0	0	0	0	0.149	0	0	0.425	0.490
MCMBP	RFC3	9606.ENSP00000353098	9606.ENSP00000369411	0	0	0	0	0.294	0	0	0.371	0.537
MDC1	RFC2	9606.ENSP00000365588	9606.ENSP00000055077	0	0	0	0	0.210	0.171	0	0.534	0.668
MDC1	MSH6	9606.ENSP00000365588	9606.ENSP00000234420	0	0	0	0	0.264	0.066	0	0.530	0.649
MDC1	SLF1	9606.ENSP00000365588	9606.ENSP00000265140	0	0	0	0	0.080	0.564	0	0.493	0.779
MDC1	SMC2	9606.ENSP00000365588	9606.ENSP00000286398	0	0	0	0	0.218	0.307	0	0.195	0.526
MDC1	RAD9A	9606.ENSP00000365588	9606.ENSP00000311360	0	0	0	0	0.064	0.251	0	0.898	0.922
MDC1	RNF40	9606.ENSP00000365588	9606.ENSP00000325677	0	0	0	0	0.101	0.111	0	0.427	0.502
MDC1	SMC4	9606.ENSP00000365588	9606.ENSP00000341382	0	0	0	0	0.160	0.307	0	0.199	0.493
MDC1	YIF1B	9606.ENSP00000365588	9606.ENSP00000343435	0	0	0	0	0.044	0	0	0.751	0.751
MDC1	RFC3	9606.ENSP00000365588	9606.ENSP00000369411	0	0	0	0	0.225	0.171	0	0.175	0.424
MDC1	RNMT	9606.ENSP00000365588	9606.ENSP00000466111	0	0	0	0	0.049	0.421	0	0	0.425
MDC1	RFC5	9606.ENSP00000365588	9606.ENSP00000408295	0	0	0	0	0.207	0.171	0	0.247	0.462
MDC1	POLR2H	9606.ENSP00000365588	9606.ENSP00000415536	0	0	0	0	0.072	0	0.500	0.085	0.538
MDC1	POLD1	9606.ENSP00000365588	9606.ENSP00000472445	0	0	0	0	0.143	0.478	0	0.256	0.638
MDC1	RFC4	9606.ENSP00000365588	9606.ENSP00000376272	0	0	0	0	0.323	0.171	0	0.438	0.657
MDC1	SIN3A	9606.ENSP00000365588	9606.ENSP00000378402	0	0	0	0	0.083	0.421	0	0.410	0.659
MDC1	TP53BP1	9606.ENSP00000365588	9606.ENSP00000371475	0	0	0	0	0.060	0.892	0.500	0.999	0.999
MDK	SPP1	9606.ENSP00000385451	9606.ENSP00000378517	0	0	0	0	0.067	0	0	0.666	0.675
MEPCE	MFAP1	9606.ENSP00000308546	9606.ENSP00000267812	0	0	0	0	0.075	0.429	0	0	0.449
MEPCE	YTHDF2	9606.ENSP00000308546	9606.ENSP00000444660	0	0	0	0	0.082	0.421	0	0.043	0.446
METTL14	TRMT6	9606.ENSP00000373474	9606.ENSP00000203001	0	0	0	0	0.192	0	0	0.435	0.524
METTL14	SMAD2	9606.ENSP00000373474	9606.ENSP00000262160	0	0	0	0	0.049	0.292	0	0.975	0.981
METTL14	VIRMA	9606.ENSP00000373474	9606.ENSP00000297591	0	0	0	0	0.127	0.517	0.900	0.998	0.999
METTL14	NSUN5	9606.ENSP00000373474	9606.ENSP00000309126	0	0	0	0	0.065	0	0	0.445	0.458
METTL14	NCBP2	9606.ENSP00000373474	9606.ENSP00000326806	0	0	0	0	0.174	0	0.400	0.052	0.489
METTL14	TRMT61A	9606.ENSP00000373474	9606.ENSP00000374399	0	0	0	0	0.054	0	0	0.418	0.425
METTL14	POLR2H	9606.ENSP00000373474	9606.ENSP00000415536	0	0	0	0	0.096	0	0.400	0	0.434
METTL14	PUS7	9606.ENSP00000373474	9606.ENSP00000417402	0	0	0	0	0.060	0	0	0.426	0.437
METTL14	THOC5	9606.ENSP00000373474	9606.ENSP00000420306	0	0	0	0	0.111	0	0	0.447	0.487
METTL14	YTHDF2	9606.ENSP00000373474	9606.ENSP00000444660	0	0	0.270	0	0.060	0	0	0.944	0.958
MFAP1	RBM22	9606.ENSP00000267812	9606.ENSP00000199814	0	0	0	0	0.163	0.816	0	0.148	0.858
MFAP1	PHF5A	9606.ENSP00000267812	9606.ENSP00000216252	0	0	0	0	0.253	0.800	0.900	0.139	0.985
MFAP1	SNRPC	9606.ENSP00000267812	9606.ENSP00000244520	0	0	0	0	0.243	0.186	0.400	0.091	0.618
MFAP1	PPIL4	9606.ENSP00000267812	9606.ENSP00000253329	0	0	0	0	0.226	0.199	0.400	0	0.595
MFAP1	PPWD1	9606.ENSP00000267812	9606.ENSP00000261308	0	0	0	0	0.162	0	0.400	0	0.475
MFAP1	WDR70	9606.ENSP00000267812	9606.ENSP00000265107	0	0	0	0	0.140	0	0.400	0.101	0.495
MFAP1	UPF3B	9606.ENSP00000267812	9606.ENSP00000276201	0	0	0	0	0.097	0	0.400	0.042	0.435
MFAP1	RBM17	9606.ENSP00000267812	9606.ENSP00000388638	0	0	0	0	0.257	0.195	0	0.151	0.448
MFAP1	RBM5	9606.ENSP00000267812	9606.ENSP00000343054	0	0	0	0	0.097	0	0.400	0.209	0.534
MFAP1	PUS7	9606.ENSP00000267812	9606.ENSP00000417402	0	0.688	0	0	0.054	0	0	0	0.692
MFAP1	PRPF4B	9606.ENSP00000267812	9606.ENSP00000337194	0	0	0	0	0.245	0.382	0.400	0.404	0.810
MFAP1	RNF113A	9606.ENSP00000267812	9606.ENSP00000360497	0	0	0	0	0.074	0	0.900	0.126	0.912
MFAP1	NCBP2	9606.ENSP00000267812	9606.ENSP00000326806	0	0	0	0	0.162	0.914	0	0.076	0.928
MFAP1	SNIP1	9606.ENSP00000267812	9606.ENSP00000296215	0	0	0	0	0.166	0.939	0.900	0.082	0.994
MIEF1	YME1L1	9606.ENSP00000385110	9606.ENSP00000318480	0	0	0	0	0.074	0	0	0.575	0.590
MIEF1	TOMM20	9606.ENSP00000385110	9606.ENSP00000355566	0	0	0	0	0.082	0.345	0	0.506	0.677
MIEF1	TIMM23	9606.ENSP00000385110	9606.ENSP00000464522	0	0	0	0	0.044	0.345	0	0.184	0.444
MMP14	TGFB1	9606.ENSP00000308208	9606.ENSP00000221930	0	0	0	0	0.086	0	0	0.582	0.601
MMP14	SMAD2	9606.ENSP00000308208	9606.ENSP00000262160	0	0	0	0	0.055	0.052	0	0.405	0.420
MMP14	SPP1	9606.ENSP00000308208	9606.ENSP00000378517	0	0	0	0	0.083	0	0	0.417	0.442
MOV10	TARBP1	9606.ENSP00000399797	9606.ENSP00000040877	0	0	0	0	0.042	0	0	0.411	0.413
MOV10	UPF3B	9606.ENSP00000399797	9606.ENSP00000276201	0	0	0	0	0.044	0	0	0.502	0.503
MOV10	SLFN11	9606.ENSP00000399797	9606.ENSP00000378067	0	0	0	0	0.066	0.292	0	0.166	0.400
MOV10	SIN3A	9606.ENSP00000399797	9606.ENSP00000378402	0	0	0	0	0.067	0	0.400	0.090	0.446
MPHOSPH10	TRMT6	9606.ENSP00000244230	9606.ENSP00000203001	0	0	0	0	0.543	0	0	0	0.543
MPHOSPH10	UTP18	9606.ENSP00000244230	9606.ENSP00000225298	0	0	0	0	0.829	0.991	0.540	0.673	0.999
MPHOSPH10	PPWD1	9606.ENSP00000244230	9606.ENSP00000261308	0	0	0	0	0.235	0	0	0.256	0.407
MPHOSPH10	PPIL4	9606.ENSP00000244230	9606.ENSP00000253329	0	0	0	0	0.316	0.188	0	0.074	0.441
MPHOSPH10	NOL9	9606.ENSP00000244230	9606.ENSP00000366934	0	0	0	0	0.152	0	0.500	0	0.557
MPHOSPH10	TRMT61A	9606.ENSP00000244230	9606.ENSP00000374399	0	0	0	0	0.584	0	0	0	0.584
MPHOSPH10	NVL	9606.ENSP00000244230	9606.ENSP00000281701	0	0	0	0	0.621	0	0	0	0.621
MPHOSPH10	POLR1E	9606.ENSP00000244230	9606.ENSP00000367029	0	0	0	0	0.602	0.130	0	0	0.639
MPHOSPH10	RBM34	9606.ENSP00000244230	9606.ENSP00000386226	0	0	0	0	0.666	0.091	0	0.048	0.685
MPHOSPH10	RRP1B	9606.ENSP00000244230	9606.ENSP00000339145	0	0	0	0	0.568	0.292	0	0.151	0.718
MPHOSPH10	RRS1	9606.ENSP00000244230	9606.ENSP00000322396	0	0	0	0	0.631	0.189	0	0.403	0.806
MPHOSPH10	WDR12	9606.ENSP00000244230	9606.ENSP00000261015	0	0	0	0	0.357	0	0.540	0.403	0.808
MPHOSPH10	RPS19BP1	9606.ENSP00000244230	9606.ENSP00000333948	0	0	0	0	0.082	0.800	0	0.226	0.845
MPHOSPH10	PUM3	9606.ENSP00000244230	9606.ENSP00000380982	0	0	0	0	0.858	0	0	0.063	0.861
MPHOSPH10	POP7	9606.ENSP00000244230	9606.ENSP00000304353	0	0	0	0	0.057	0	0.900	0	0.901
MPHOSPH10	NOP10	9606.ENSP00000244230	9606.ENSP00000332198	0	0	0	0	0.154	0	0.900	0.228	0.929
MPHOSPH10	NGDN	9606.ENSP00000244230	9606.ENSP00000386134	0	0	0	0	0.857	0.976	0.540	0.186	0.998
MPHOSPH10	UTP4	9606.ENSP00000244230	9606.ENSP00000327179	0	0	0	0	0.702	0.991	0.540	0.653	0.999
MPHOSPH10	WDR3	9606.ENSP00000244230	9606.ENSP00000308179	0	0	0	0	0.835	0.991	0.540	0.400	0.999
MPHOSPH10	NOL10	9606.ENSP00000244230	9606.ENSP00000371101	0	0	0	0	0.883	0.992	0.540	0	0.999
MPHOSPH10	WDR43	9606.ENSP00000244230	9606.ENSP00000384302	0	0	0	0	0.875	0.991	0.500	0.709	0.999
MPHOSPH10	TBL3	9606.ENSP00000244230	9606.ENSP00000454836	0	0	0	0	0.603	0.993	0.540	0.606	0.999
MPHOSPH10	WDR36	9606.ENSP00000244230	9606.ENSP00000423067	0	0	0	0	0.839	0.993	0.540	0.571	0.999
MRPL1	MRPS10	9606.ENSP00000315017	9606.ENSP00000053468	0.102	0	0	0	0.714	0.911	0	0.381	0.984
MRPL1	WDR12	9606.ENSP00000315017	9606.ENSP00000261015	0	0	0	0	0.120	0.294	0	0.115	0.402
MRPL1	MRPL10	9606.ENSP00000315017	9606.ENSP00000290208	0	0	0	0	0.340	0.963	0	0.238	0.980
MRPL1	RWDD1	9606.ENSP00000315017	9606.ENSP00000420357	0	0	0	0	0.407	0	0	0	0.407
MRPL1	UBQLN4	9606.ENSP00000315017	9606.ENSP00000357292	0	0	0	0	0.136	0.302	0	0.101	0.410
MRPL10	MRPS10	9606.ENSP00000290208	9606.ENSP00000053468	0	0	0	0	0.222	0.959	0	0	0.967
MRPS10	UBQLN4	9606.ENSP00000053468	9606.ENSP00000357292	0	0	0	0	0.211	0.313	0	0.063	0.448
MRPS10	YME1L1	9606.ENSP00000053468	9606.ENSP00000318480	0	0	0	0	0.127	0.435	0	0.105	0.520
MRPS10	OGFOD1	9606.ENSP00000053468	9606.ENSP00000457258	0	0	0	0	0.544	0	0	0	0.544
MRPS10	MT-ATP6	9606.ENSP00000053468	9606.ENSP00000354632	0.060	0	0	0	0.698	0	0	0.043	0.705
MSH6	RFC2	9606.ENSP00000234420	9606.ENSP00000055077	0.049	0	0	0	0.201	0.054	0	0.879	0.901
MSH6	POLE3	9606.ENSP00000234420	9606.ENSP00000363286	0	0	0	0	0.121	0	0	0.418	0.466
MSH6	SMC4	9606.ENSP00000234420	9606.ENSP00000341382	0.041	0	0	0	0.257	0	0	0.339	0.488
MSH6	POLD2	9606.ENSP00000234420	9606.ENSP00000480186	0	0	0	0	0.185	0.069	0	0.424	0.525
MSH6	RAD9A	9606.ENSP00000234420	9606.ENSP00000311360	0	0	0	0	0.053	0.292	0	0.407	0.568
MSH6	NUDCD1	9606.ENSP00000234420	9606.ENSP00000239690	0	0	0	0	0.081	0.619	0	0	0.634
MSH6	RFC5	9606.ENSP00000234420	9606.ENSP00000408295	0.049	0	0	0	0.239	0.054	0	0.562	0.660
MSH6	RRM1	9606.ENSP00000234420	9606.ENSP00000300738	0.057	0	0	0	0.585	0.094	0	0.192	0.676
MSH6	TP53BP1	9606.ENSP00000234420	9606.ENSP00000371475	0	0	0	0	0.067	0	0.360	0.505	0.678
MSH6	RFC3	9606.ENSP00000234420	9606.ENSP00000369411	0.049	0	0	0	0.205	0.054	0	0.609	0.683
MSH6	UNG	9606.ENSP00000234420	9606.ENSP00000242576	0	0	0	0	0.123	0	0	0.757	0.778
MSH6	RFC1	9606.ENSP00000234420	9606.ENSP00000371321	0	0	0	0	0.358	0.313	0	0.547	0.783
MSH6	RCOR1	9606.ENSP00000234420	9606.ENSP00000262241	0	0	0	0	0.118	0	0.900	0	0.908
MSH6	RFC4	9606.ENSP00000234420	9606.ENSP00000376272	0.049	0	0	0	0.334	0.054	0	0.894	0.928
MSH6	POLD1	9606.ENSP00000234420	9606.ENSP00000472445	0	0	0	0	0.445	0.528	0.900	0.839	0.995
MT-ATP6	YME1L1	9606.ENSP00000354632	9606.ENSP00000318480	0	0	0	0	0.099	0.070	0	0.398	0.452
MT-ATP6	NRF1	9606.ENSP00000354632	9606.ENSP00000342351	0	0	0	0	0.047	0	0	0.432	0.435
MT-ATP6	TOMM20	9606.ENSP00000354632	9606.ENSP00000355566	0	0	0	0	0.065	0	0	0.395	0.410
MT-ATP6	PYCR1	9606.ENSP00000354632	9606.ENSP00000384949	0.075	0	0	0	0.044	0	0	0.644	0.658
MYO5C	ZCCHC8	9606.ENSP00000261839	9606.ENSP00000438993	0	0	0	0	0.047	0	0	0.557	0.559
NAA20	NAA35	9606.ENSP00000335636	9606.ENSP00000354972	0	0	0	0	0.074	0	0.540	0.851	0.931
NCBP2	RBM22	9606.ENSP00000326806	9606.ENSP00000199814	0	0	0	0	0.165	0.829	0	0.345	0.898
NCBP2	PHF5A	9606.ENSP00000326806	9606.ENSP00000216252	0	0	0	0	0.142	0.800	0	0.052	0.823
NCBP2	PAPOLA	9606.ENSP00000326806	9606.ENSP00000216277	0	0	0	0	0.128	0	0.800	0.583	0.921
NCBP2	PAF1	9606.ENSP00000326806	9606.ENSP00000221265	0	0	0	0	0.083	0.094	0.500	0	0.548
NCBP2	SNRPC	9606.ENSP00000326806	9606.ENSP00000244520	0	0	0	0	0.129	0.866	0	0.694	0.961
NCBP2	THOC3	9606.ENSP00000326806	9606.ENSP00000265097	0	0	0	0	0.173	0	0.500	0.410	0.735
NCBP2	UPF3B	9606.ENSP00000326806	9606.ENSP00000276201	0	0	0	0	0.083	0	0.500	0.620	0.810
NCBP2	SNIP1	9606.ENSP00000326806	9606.ENSP00000296215	0	0	0	0	0.066	0.800	0	0.342	0.866
NCBP2	UBXN7	9606.ENSP00000326806	9606.ENSP00000296328	0	0	0	0	0.085	0.062	0	0.491	0.525
NCBP2	WDR33	9606.ENSP00000326806	9606.ENSP00000325377	0	0	0	0	0.258	0	0.500	0.084	0.630
NCBP2	PRPF4B	9606.ENSP00000326806	9606.ENSP00000337194	0	0	0	0	0.075	0.359	0	0.105	0.422
NCBP2	PABPC4L	9606.ENSP00000326806	9606.ENSP00000463233	0	0	0	0	0.060	0.250	0	0.272	0.442
NCBP2	ZNF318	9606.ENSP00000326806	9606.ENSP00000354964	0	0	0	0	0.055	0.285	0	0.257	0.454
NCBP2	RBM3	9606.ENSP00000326806	9606.ENSP00000365950	0	0	0.109	0.702	0.082	0.354	0	0.105	0.465
NCBP2	YTHDF2	9606.ENSP00000326806	9606.ENSP00000444660	0	0	0	0	0.440	0	0	0.126	0.490
NCBP2	RTF1	9606.ENSP00000326806	9606.ENSP00000374280	0	0	0	0	0.121	0	0.500	0.094	0.567
NCBP2	NUP37	9606.ENSP00000326806	9606.ENSP00000448054	0	0	0	0	0.160	0.113	0.500	0	0.594
NCBP2	POLR2H	9606.ENSP00000326806	9606.ENSP00000415536	0	0	0	0	0.205	0	0.500	0.081	0.602
NCBP2	NOL9	9606.ENSP00000326806	9606.ENSP00000366934	0	0	0	0	0.054	0	0	0.641	0.645
NCBP2	SRSF4	9606.ENSP00000326806	9606.ENSP00000362900	0	0	0	0	0.049	0.411	0.500	0.242	0.759
NCBP2	THOC5	9606.ENSP00000326806	9606.ENSP00000420306	0	0	0	0	0.085	0.292	0.500	0.461	0.802
NCBP2	ZCCHC8	9606.ENSP00000326806	9606.ENSP00000438993	0	0	0	0	0.054	0.781	0	0.574	0.904
NCBP2	RNMT	9606.ENSP00000326806	9606.ENSP00000466111	0	0	0	0	0.110	0	0.900	0.374	0.939
NCDN	PREX1	9606.ENSP00000362340	9606.ENSP00000361009	0	0	0	0	0.072	0.292	0	0.308	0.506
NFYC	RFX5	9606.ENSP00000312617	9606.ENSP00000290524	0	0	0	0	0.049	0.137	0	0.724	0.754
NFYC	POLE3	9606.ENSP00000312617	9606.ENSP00000363286	0	0	0	0	0.067	0.743	0	0.728	0.929
NGDN	TRMT6	9606.ENSP00000386134	9606.ENSP00000203001	0	0	0	0	0.599	0	0	0.353	0.729
NGDN	PAPOLA	9606.ENSP00000386134	9606.ENSP00000216277	0	0	0	0	0.056	0.075	0	0.685	0.701
NGDN	UTP18	9606.ENSP00000386134	9606.ENSP00000225298	0	0	0	0	0.891	0.991	0.540	0.531	0.999
NGDN	WDR12	9606.ENSP00000386134	9606.ENSP00000261015	0	0	0	0	0.696	0	0	0.087	0.710
NGDN	WDR3	9606.ENSP00000386134	9606.ENSP00000308179	0	0	0	0	0.706	0.976	0.540	0.275	0.997
NGDN	RRS1	9606.ENSP00000386134	9606.ENSP00000322396	0	0	0	0	0.851	0	0	0.137	0.866
NGDN	UTP4	9606.ENSP00000386134	9606.ENSP00000327179	0	0	0	0	0.834	0.987	0.540	0.223	0.999
NGDN	RRP1B	9606.ENSP00000386134	9606.ENSP00000339145	0	0	0	0	0.759	0.292	0	0.151	0.842
NGDN	POLR1E	9606.ENSP00000386134	9606.ENSP00000367029	0	0	0	0	0.690	0	0	0	0.690
NGDN	NOL10	9606.ENSP00000386134	9606.ENSP00000371101	0	0	0	0	0.856	0.996	0.540	0.861	0.999
NGDN	TRMT61A	9606.ENSP00000386134	9606.ENSP00000374399	0	0	0	0	0.411	0	0	0	0.411
NGDN	PUM3	9606.ENSP00000386134	9606.ENSP00000380982	0	0	0	0	0.741	0	0	0.091	0.754
NGDN	WDR43	9606.ENSP00000386134	9606.ENSP00000384302	0	0	0	0	0.843	0.991	0	0.292	0.998
NGDN	RBM34	9606.ENSP00000386134	9606.ENSP00000386226	0	0	0	0	0.635	0.045	0	0.047	0.639
NGDN	TBL3	9606.ENSP00000386134	9606.ENSP00000454836	0	0	0	0	0.690	0.981	0.360	0.161	0.996
NGDN	WDR36	9606.ENSP00000386134	9606.ENSP00000423067	0	0	0	0	0.821	0.987	0.540	0.267	0.999
NKAP	RBM22	9606.ENSP00000360464	9606.ENSP00000199814	0	0	0	0	0.067	0.800	0	0	0.805
NKAP	PPIL4	9606.ENSP00000360464	9606.ENSP00000253329	0	0	0	0	0.078	0	0.500	0	0.519
